"Research that uses data from D-PLACE should cite both the original source(s) of  the data and the paper by Kirby et al. in which D-PLACE was first presented  (e.g., research using cultural data from the Binford Hunter-Gatherer dataset: ""Binford (2001);  Binford and Johnson (2006); Kirby et al. Submitted)."" The reference list should include the date data were  accessed and URL for D-PLACE (https://d-place.org), in addition to the full references for Binford (2001),  Binford and Johnson (2006), and Kirby et al. Submitted."
Source,Preferred society name,Society id,Cross-dataset id,Original society name,Revised latitude,Revised longitude,Original latitude,Original longitude,Glottolog language/dialect id,Glottolog language/dialect name,ISO code,Language family,Focal Year: EA112 Trance states,Code: EA112 Trance states,Description: EA112 Trance states,Comment: EA112 Trance states,Subcase: EA112 Trance states,References: EA112 Trance states,Variable: Annual Mean Precipitation (mm),Comment: Annual Mean Precipitation (mm),Variable: Precipitation Constancy (),Comment: Precipitation Constancy ()
Ethnographic Atlas,Jebala,Cd15,xd513,Jebala (Cd15),35.0,-5.0,35.0,-5.0,jebl1238,Jebli,,Afro-Asiatic,,NA,Missing data,,,,24349.82969,,0.392250513,
Ethnographic Atlas,Cochiti,Nh7,xd1283,Cochiti (Nh7),36.0,-106.0,36.0,-106.0,coch1273,Cochiti,,Keresan,,NA,Missing data,,,,63833.91246,,0.541215872,
Ethnographic Atlas,Huichol,Ni3,xd1288,Huichol (Ni3),23.0,-104.0,23.0,-104.0,huic1243,Huichol,hch,Uto-Aztecan,1920,1,"Trance behavior is known to occur, but there is no belief in possession.",,Huichol Tribe,,139656.0952,,0.463904588,
Ethnographic Atlas,Ndembu,Ac6,xd72,Ndembu (Ac6),-11.0,26.0,-11.0,26.0,lund1266,Lunda,lun,Atlantic-Congo,1930,6,"Trance explained as due to possession is known to occur, and there are no other trance states, but cases of possession outside of trance are also believed to occur.",,,,146959.5601,,0.347012954,
Ethnographic Atlas,Luo,Aj6,xd411,Luo (Aj6),-1.0,34.0,-1.0,34.0,luok1236,Luo (Kenya and Tanzania),luo,Nilotic,1940,6,"Trance explained as due to possession is known to occur, and there are no other trance states, but cases of possession outside of trance are also believed to occur.",,,,94339.46974,,0.335294431,
Ethnographic Atlas,Chekiang,Ed15b,xd643,Chekiang (Ed15b),31.0,120.0,31.0,120.0,wuch1236,Wu Chinese,wuu,Sino-Tibetan,,NA,Missing data,,,,124585.9307,,0.465052994,
Ethnographic Atlas,Klamath,Nc8,xd1139,Klamath (Nc8),43.0,-122.0,43.0,-122.0,klam1254,Klamath-Modoc,kla,Klamath-Modoc,1860,7,"Trance states of two kinds are known to occur, some of which are explained by possession. No other phenomena are explained by possession.",,Klamath Tribe,,133841.3102,,0.395414289,
Ethnographic Atlas,Tukulor,Cb23,xd473,Tukulor (Cb23),14.73,-14.32,1.0,-14.0,pula1263,Pulaar,fuc,Atlantic-Congo,,NA,Missing data,,,,18384.91566,,0.243231913,
Ethnographic Atlas,Marind-Amin,Ie19,xd795,Marindamin (Ie19),-8.0,139.0,-8.0,139.0,nucl1622,Nuclear Nuclear Marind,mrz,Anim,1910,7,"Trance states of two kinds are known to occur, some of which are explained by possession. No other phenomena are explained by possession.",,with special reference to the coastal inhabitants,,165555.7609,,0.465802317,
Ethnographic Atlas,Buryat,Eb6,xd614,Buryat (Eb6),52.0,107.0,52.0,107.0,russ1264,Russia Buriat,bxr,Mongolic,,NA,Missing data,,,,39014.93896,,0.505887485,
Ethnographic Atlas,Cupeño,Nc32,xd1132,Cupeno (Nc32),33.0,-117.0,33.0,-117.0,cupe1243,Cupeño,cup,Uto-Aztecan,,NA,Missing data,,,,18475.75368,,0.275783735,
Ethnographic Atlas,Tikopia,Ii2,xd881,Tikopia (Ii2),-12.29,168.83,-12.0,168.0,tiko1237,Tikopia,tkp,Austronesian,1930,6,"Trance explained as due to possession is known to occur, and there are no other trance states, but cases of possession outside of trance are also believed to occur.",,Ravenga District,,239613.6026,,0.619513397,
Ethnographic Atlas,Ranon,Ih13,xd866,Ranon (Ih13),-16.18,168.15,-16.0,168.0,nort2839,North Ambrym,mmg,Austronesian,,NA,Missing data,,,,166800.8324,,0.515629637,
Ethnographic Atlas,Sawakudokwa,Nd25,xd1158,Sawakudokwa (Nd25),41.0,-118.0,41.0,-118.0,nort1551,North Northern Paiute,,Uto-Aztecan,,NA,Missing data,,,,40779.19349,,0.399011461,
Ethnographic Atlas,Aymara,Sf2,xd1375,Aymara (Sf2),-16.0,-69.0,-16.0,-69.0,cent2142,Central Aymara,ayr,Aymara,1940,2,A belief in possession exists.,,Chucuito Clan community in Peru,,189913.4688,,0.500354938,
Ethnographic Atlas,Coeur d’Alene,Nd14,xd1146,Coeur d’Alene (Nd14),48.0,-117.0,48.0,-117.0,coeu1236,Coeur d'Alene,crd,Salishan,,NA,Missing data,,,,67671.72084,,0.460020142,
Ethnographic Atlas,Ngizim,Cb29,xd479,Ngizim (Cb29),12.0,10.0,12.0,10.0,ngiz1242,Ngizim,ngi,Afro-Asiatic,,NA,Missing data,,,,63853.81797,,0.308858595,
Ethnographic Atlas,Atsakudokwa,Nd23,xd1156,Atsakudokwa (Nd23),42.0,-118.0,42.0,-118.0,nort1551,North Northern Paiute,,Uto-Aztecan,,NA,Missing data,,,,44824.81097,,0.431255587,
Ethnographic Atlas,Kisama,Ab21a,xd23,Kisama (Ab21a),-10.0,14.0,-10.0,14.0,sama1300,Sama (Angola),smd,Atlantic-Congo,,NA,Missing data,,,,76838.78966,,0.361171595,
Ethnographic Atlas,Northern Foothill Yokuts,Nc3,xd1129,Yokuts (Nc3),36.0,-120.0,36.0,-120.0,nort2937,Northern Foothill Yokuts,,Yokutsan,1850,1,"Trance behavior is known to occur, but there is no belief in possession.",,with special reference to those of the Northern Foothills,,39785.49329,,0.245870336,
Ethnographic Atlas,Lolo,Ed2,xd645,Lolo (Ed2),29.0,103.0,29.0,103.0,sich1238,Sichuan Yi,iii,Sino-Tibetan,1940,6,"Trance explained as due to possession is known to occur, and there are no other trance states, but cases of possession outside of trance are also believed to occur.",,Liang Shan and Taliang S,,192218.8512,,0.446170192,
Ethnographic Atlas,Serrano,Nc30,xd1130,Serrano (Nc30),34.0,-117.0,34.0,-117.0,serr1255,Serrano,ser,Uto-Aztecan,,NA,Missing data,,,,22265.34414,,0.207143383,
Ethnographic Atlas,Kutubu,Ie16,xd792,Kutubu (Ie16),-6.0,143.0,-6.0,143.0,foii1241,Foi,foi,East Kutubu,1940,5,"There is both a trance state and a belief in possession, but this belief refers to phenomena other than trance, which is explained through other categories.",,,,378359.4109,,0.627507136,
Ethnographic Atlas,Lipan Apache,Nh24,xd1275,Lipan (Nh24),30.0,-100.0,30.0,-100.0,lipa1241,Lipan Apache,apl,Athapaskan-Eyak-Tlingit,1880,1,"Trance behavior is known to occur, but there is no belief in possession.",,,,60962.95225,,0.513918092,
Ethnographic Atlas,Nez Perce,Nd20,xd1153,Nez Perce (Nd20),45.0,-115.0,45.0,-115.0,nezp1238,Nez Perce,nez,Sahaptian,1850,1,"Trance behavior is known to occur, but there is no belief in possession.",,,,99932.22228,,0.469470319,
Ethnographic Atlas,Toba Batak,Ib4,xd753,Batak (Ib4),2.0,99.0,2.0,99.0,bata1289,Batak Toba,bbc,Austronesian,1930,4,"Two types of trance states are known to occur. One which is explained as due to possession and one which is given another type of explanation. In addition to explaining trance, possession belief also refers to one or more other phenomena.",,with special reference to the Toba group,,226348.1747,,0.572228344,
Ethnographic Atlas,Hill Bhuiya,Eg7,xd683,Hill Bhuiya (Eg7),21.0,85.0,21.0,85.0,nucl1284,Nuclear Oriya,ori,Indo-European,,NA,Missing data,,,,129867.37,,0.328611204,
Ethnographic Atlas,Nyankole,Ad45,xd115,Nyankole (Ad45),0.0,31.0,0.0,31.0,nyan1307,Nyankole,nyn,Atlantic-Congo,,NA,Missing data,,,,150722.5767,,0.428507064,
Ethnographic Atlas,Camba,Se7,xd1371,Camba (Se7),-18.0,-63.0,-18.0,-63.0,chiq1248,Chiquitano,cax,Chiquitano,,NA,Missing data,,,,106658.3205,,0.400075743,
Ethnographic Atlas,Central Sierra Miwok,Nc5,xd1136,Miwok (Nc5),38.0,-120.0,38.0,-120.0,cent2140,Central Sierra Miwok,csm,Miwok-Costanoan,1850,1,"Trance behavior is known to occur, but there is no belief in possession.",,with special reference to the Central Sierra group,,70846.32077,,0.232457861,
Ethnographic Atlas,Jordanians,Cj6,xd592,Jordanians (Cj6),32.0,36.0,32.0,36.0,sout3123,South Levantine Arabic,ajp,Afro-Asiatic,,NA,Missing data,,,,14020.14122,,0.315474003,
Ethnographic Atlas,Teso,Aj1,xd384,Teso (Aj1),2.0,34.0,2.0,34.0,teso1249,Teso,teo,Nilotic,,NA,Missing data,,,,98681.60794,,0.338960301,
Ethnographic Atlas,Wishram,Nd18,xd1150,Wishram (Nd18),46.0,-121.0,46.0,-121.0,wasc1239,Wasco-Wishram,wac,Chinookan,1860,4,"Two types of trance states are known to occur. One which is explained as due to possession and one which is given another type of explanation. In addition to explaining trance, possession belief also refers to one or more other phenomena.",,,,80799.97698,,0.44576556,
Ethnographic Atlas,Shambaa,Ad10,xd77,Shambala (Ad10),-5.0,38.0,-5.0,38.0,sham1280,Shambala,ksb,Atlantic-Congo,,NA,Missing data,,,,107772.9768,,0.624164424,
Ethnographic Atlas,Ngumbi,Ab20,xd22,Ngumbi (Ab20),-15.0,15.0,-15.0,15.0,nkhu1238,Nkhumbi,khu,Atlantic-Congo,,NA,Missing data,,,,112826.316,,0.19538891,
Ethnographic Atlas,Shuswap,Nd11,xd1143,Shuswap (Nd11),51.0,-120.0,51.0,-120.0,shus1248,Shuswap,shs,Salishan,,NA,Missing data,,,,87101.88356,,0.555038456,
Ethnographic Atlas,Portuguese,Ce2,xd529,Portuguese (Ce2),42.0,-7.0,42.0,-7.0,gali1257,Galician Portuguese,,Indo-European,1950,3,Trance behavior is known to occur and is explained as due to possession. There is no possession belief referring to other experiences and there are no trance states with other explanations.,,with special reference to the village of Rio de Onor in the extreme northeast,,110387.2173,,0.521530486,
Ethnographic Atlas,Wenatchi,Nd16,xd1148,Wenatchi (Nd16),48.0,-121.0,48.0,-121.0,wena1241,Wenatchi,,Salishan,,NA,Missing data,,,,127887.7851,,0.434392965,
Ethnographic Atlas,Turkmen,Eb5,xd613,Turkmen (Eb5),38.0,62.0,38.0,62.0,turk1304,Turkmen,tuk,Turkic,1910,8,"No trance states of any kind are known to occur, and there is no belief in possession.",,with special reference to the sedentary Teke of the Merv oasis,,9019.875271,,0.249277771,
Ethnographic Atlas,Luvale,Ac11,xd35,Luvale (Ac11),-12.0,22.0,-12.0,22.0,luva1239,Luvale,lue,Atlantic-Congo,1930,6,"Trance explained as due to possession is known to occur, and there are no other trance states, but cases of possession outside of trance are also believed to occur.",,,,140786.9519,,0.272678189,
Ethnographic Atlas,Wappo,Nc20,xd1119,Wappo (Nc20),38.22,-122.56,38.0,-123.0,wapp1239,Wappo,wao,Yuki-Wappo,1860,1,"Trance behavior is known to occur, but there is no belief in possession.",,,,55167.95279,,0.30875184,
Ethnographic Atlas,Baule,Af9,xd243,Baule (Af9),8.0,-5.0,8.0,-5.0,baou1238,Baoulé,bci,Atlantic-Congo,1900,4,"Two types of trance states are known to occur. One which is explained as due to possession and one which is given another type of explanation. In addition to explaining trance, possession belief also refers to one or more other phenomena.",,,,131225.4051,,0.374140905,
Ethnographic Atlas,Mailu,Ie21,xd798,Mailu (Ie21),-10.0,149.0,-10.0,149.0,mail1248,Mailu,mgu,Mailuan,1900,7,"Trance states of two kinds are known to occur, some of which are explained by possession. No other phenomena are explained by possession.",,,,167970.7257,,0.528391362,
Ethnographic Atlas,Western Mono,Nc23,xd1122,Monachi (Nc23),37.0,-119.0,37.0,-119.0,mono1275,Mono (USA),mnr,Uto-Aztecan,1870,5,"There is both a trance state and a belief in possession, but this belief refers to phenomena other than trance, which is explained through other categories.",,,,51759.99714,,0.227295309,
Ethnographic Atlas,Iraqw,Ca4,xd448,Iraqw (Ca4),-4.0,35.0,-4.0,35.0,iraq1241,Iraqw,irk,Afro-Asiatic,1950,8,"No trance states of any kind are known to occur, and there is no belief in possession.",,,,87453.73853,,0.445564306,
Ethnographic Atlas,Luiseño,Nc33,xd1133,Luiseno (Nc33),33.0,-117.0,33.0,-117.0,luis1253,Luiseno,lui,Uto-Aztecan,1860,1,"Trance behavior is known to occur, but there is no belief in possession.",,,,18475.75368,,0.275783735,
Ethnographic Atlas,Usiai,Ig10,xd842,Usiai (Ig10),-2.0,147.0,-2.0,147.0,lele1270,Lele (Papua New Guinea),lle,Austronesian,1950,7,"Trance states of two kinds are known to occur, some of which are explained by possession. No other phenomena are explained by possession.",,,,219223.7921,,0.592641374,
Ethnographic Atlas,Madia,Eg3,xd679,Maria Gond (Eg3),19.0,81.0,19.0,81.0,dand1238,Dandami Maria,daq,Dravidian,1938,4,"Two types of trance states are known to occur. One which is explained as due to possession and one which is given another type of explanation. In addition to explaining trance, possession belief also refers to one or more other phenomena.",,Hill Maria,,138058.4369,,0.314463462,
Ethnographic Atlas,Nlaka'pamux,Nd10,xd1142,Thompson (Nd10),50.0,-122.0,50.0,-122.0,thom1243,Thompson,thp,Salishan,,NA,Missing data,,,,130505.7398,,0.481181319,
Ethnographic Atlas,Mzab,Cc4,xd501,Mzab (Cc4),33.0,4.0,33.0,4.0,tumz1238,Tumzabt,mzb,Afro-Asiatic,1920,6,"Trance explained as due to possession is known to occur, and there are no other trance states, but cases of possession outside of trance are also believed to occur.",,,,8274.747991,,0.342089502,
Ethnographic Atlas,Tenetehara,Sj6,xd1414,Tenetehara (Sj6),-3.0,-46.0,-3.0,-46.0,temb1276,Tembe,tqb,Tupian,1930,6,"Trance explained as due to possession is known to occur, and there are no other trance states, but cases of possession outside of trance are also believed to occur.",,with special reference to the Guajajara subgroup,,210219.2259,,0.422190209,
Ethnographic Atlas,Bwaidoga,Ig16,xd848,Bwaidoga (Ig16),-9.44,150.33,-9.0,150.0,bwai1242,Bwaidoka,bwd,Austronesian,,NA,Missing data,,,,197595.7326,,0.569383028,
Ethnographic Atlas,Tübalulabal,Nc2,xd1118,Tubatulabal (Nc2),39.0,-118.0,39.0,-118.0,tuba1278,Tübatulabal,tub,Uto-Aztecan,,NA,Missing data,,,,43979.53681,,0.330020694,
Ethnographic Atlas,Bororo,Si1,xd1397,Bororo (Si1),-16.0,-55.0,-16.0,-55.0,boro1282,Bororo,bor,Bororoan,1920,4,"Two types of trance states are known to occur. One which is explained as due to possession and one which is given another type of explanation. In addition to explaining trance, possession belief also refers to one or more other phenomena.",,Kejara,,119592.9573,,0.249482364,
Ethnographic Atlas,Dinka,Aj11,xd386,Dinka (Aj11),9.0,29.0,9.0,29.0,sout2832,Southwestern Dinka,dik,Nilotic,1900,4,"Two types of trance states are known to occur. One which is explained as due to possession and one which is given another type of explanation. In addition to explaining trance, possession belief also refers to one or more other phenomena.",,,,105616.0204,,0.388190844,
Ethnographic Atlas,Klikitat,Nd17,xd1149,Klikitat (Nd17),46.0,-122.0,46.0,-122.0,nucl1237,Nuclear Yakima,,Sahaptian,,NA,Missing data,,,,120085.3004,,0.439148141,
Ethnographic Atlas,Lesu,Ig4,xd856,Lesu (Ig4),-3.06,151.66,-3.0,153.0,nots1237,Notsi,ncf,Austronesian,1930,8,"No trance states of any kind are known to occur, and there is no belief in possession.",,Lesu Village,,221072.1203,,0.621422278,
Ethnographic Atlas,Tupuri,Ai20,xd349,Tuburi (Ai20),10.0,15.0,10.0,15.0,tupu1244,Tupuri,tui,Atlantic-Congo,,NA,Missing data,,,,82576.39842,,0.342510738,
Ethnographic Atlas,Havasupai,Nd3,xd1163,Havasupai (Nd3),36.0,-112.0,36.0,-112.0,hava1249,Havasupai,,Cochimi-Yuman,1870,6,"Trance explained as due to possession is known to occur, and there are no other trance states, but cases of possession outside of trance are also believed to occur.",,Havasupai Tribe,,39527.90825,,0.37224355,
Ethnographic Atlas,Umatilla,Nd19,xd1151,Umatilla (Nd19),46.0,-119.0,46.0,-119.0,umat1237,Umatilla,uma,Sahaptian,,NA,Missing data,,,,64391.96119,,0.430578682,
Ethnographic Atlas,Yombe,Ac8,xd74,Yombe (Ac8),-5.0,13.0,-5.0,13.0,yomb1244,Yombe,yom,Atlantic-Congo,1930,8,"No trance states of any kind are known to occur, and there is no belief in possession.",,,,131393.6591,,0.501173428,
Ethnographic Atlas,Kidutokado,Nd24,xd1157,Kidutokado (Nd24),42.0,-120.0,42.0,-120.0,nort1551,North Northern Paiute,,Uto-Aztecan,,NA,Missing data,,,,60190.96331,,0.402123272,
Ethnographic Atlas,Ngarawapum,Ie26,xd803,Ngarawapum (Ie26),-6.0,146.0,-6.0,146.0,adze1240,Adzera,adz,Austronesian,,NA,Missing data,,,,325294.9732,,0.578008952,
Ethnographic Atlas,Mari,Ch4,xd568,Cheremis (Ch4),43.0,46.0,43.0,46.0,east2328,Eastern Mari,mhr,Uralic,1900,5,"There is both a trance state and a belief in possession, but this belief refers to phenomena other than trance, which is explained through other categories.",,,,70550.89066,,0.621074918,
Ethnographic Atlas,Ifaluk,If4,xd835,Ifuluk (If4),7.25,144.46,7.0,147.0,nucl1479,Nuclear Woleaian,,Austronesian,1940,4,"Two types of trance states are known to occur. One which is explained as due to possession and one which is given another type of explanation. In addition to explaining trance, possession belief also refers to one or more other phenomena.",,with special reference to the inhabitants of Ifaluk atoll,,273484.4634,,0.662603824,
Ethnographic Atlas,Wadadokado,Nd22,xd1155,Wadadokado (Nd22),43.0,-119.0,43.0,-119.0,nort1551,North Northern Paiute,,Uto-Aztecan,,NA,Missing data,,,,54119.15856,,0.467788676,
Ethnographic Atlas,Birifor,Ag5,xd288,Birifor (Ag5),10.0,-3.0,10.0,-3.0,sout2790,Southern Birifor,biv,Atlantic-Congo,,NA,Missing data,,,,106101.8959,,0.303826148,
Ethnographic Atlas,Modoc,Nc9,xd1140,Modoc (Nc9),42.0,-122.0,42.0,-122.0,klam1254,Klamath-Modoc,kla,Klamath-Modoc,1860,1,"Trance behavior is known to occur, but there is no belief in possession.",,,,121810.7051,,0.349399662,
Ethnographic Atlas,Tenino,Nd1,xd1141,Tenino (Nd1),45.0,-121.0,45.0,-121.0,teni1238,Tenino,tqn,Sahaptian,1850,5,"There is both a trance state and a belief in possession, but this belief refers to phenomena other than trance, which is explained through other categories.",,,,91996.4389,,0.438774065,
Ethnographic Atlas,Messiria Humr,Cb15,xd464,Messiria Humr (Cb15),11.0,28.0,11.0,28.0,west2773,Western Sudanese,,Afro-Asiatic,,NA,Missing data,,,,73558.58883,,0.345267516,
Ethnographic Atlas,Makua,Ac42,xd69,Makua (Ac42),-15.0,39.0,-15.0,39.0,makh1264,Makhuwa,vmw,Atlantic-Congo,,NA,Missing data,,,,112793.8933,,0.474414776,
Ethnographic Atlas,Sinkaitk,Nd15,xd1147,Sinkaitk (Nd15),49.0,-120.0,49.0,-120.0,sout2963,Southern Okanogan,,Salishan,1880,4,"Two types of trance states are known to occur. One which is explained as due to possession and one which is given another type of explanation. In addition to explaining trance, possession belief also refers to one or more other phenomena.",,,,98740.72171,,0.471755198,
Ethnographic Atlas,Negidal,ec17,xd625,Negidal (ec17),52.0,134.0,52.0,134.0,negi1245,Negidal,neg,Tungusic,,NA,Missing data,,,,67277.51153,,0.469765909,
Ethnographic Atlas,Toedokado,Nd28,xd1161,Toedokado (Nd28),40.0,-118.0,40.0,-118.0,sout2967,South Northern Paiute,,Uto-Aztecan,,NA,Missing data,,,,38729.00014,,0.369750366,
Ethnographic Atlas,Gurma,Ag45,xd283,Gurma (Ag45),12.0,2.0,12.0,2.0,gour1243,Gourmanchéma,gux,Atlantic-Congo,,NA,Missing data,,,,71115.0348,,0.312263022,
Ethnographic Atlas,Veps,ch27,xd565,Veps (ch27),61.0,35.0,61.0,35.0,veps1250,Veps,vep,Uralic,,NA,Missing data,,,,61998.39683,,0.675832195,
Ethnographic Atlas,Druze,Cj8,xd594,Druze (Cj8),32.77,35.03,33.0,35.0,sunn1238,Sunni Beiruti Arabic,,Afro-Asiatic,1930,8,"No trance states of any kind are known to occur, and there is no belief in possession.",,with special reference to those of Mount Carmel in Israel,,22585.51764,,0.379591839,
Ethnographic Atlas,Kumeyaay,Nc6,xd1137,Diegueno (Nc6),32.0,-116.0,32.0,-116.0,tipa1240,Tipai,,Cochimi-Yuman,1850,1,"Trance behavior is known to occur, but there is no belief in possession.",,with special reference to the Southern Diegueno,,15742.99389,,0.30960536,
Ethnographic Atlas,Katikitegon,Na38,xd1054,Katikitegon (Na38),46.0,-92.0,46.0,-92.0,uppe1274,Upper Michigan-Wisconsin Chippewa,,Algic,1800,1,"Trance behavior is known to occur, but there is no belief in possession.",,with special reference to the Lac Vieux Desert band,,56309.02457,,0.586424661,
Ethnographic Atlas,Salinan,Nc26,xd1125,Salinan (Nc26),36.0,-121.0,36.0,-121.0,sali1253,Salinan,sln,Salinan,,NA,Missing data,,,,37439.08208,,0.353073282,
Ethnographic Atlas,Ungazikmit,ec14,xd622,Ungazikmit (ec14),64.0,173.0,64.0,173.0,chap1266,Chaplino,,Eskimo-Aleut,,NA,Missing data,,,,43110.82177,,0.630119893,
Ethnographic Atlas,Korongo,Ai38,xd368,Korongo (Ai38),10.0,30.0,10.0,30.0,kron1241,Krongo,kgo,Kadugli-Krongo,1930,8,"No trance states of any kind are known to occur, and there is no belief in possession.",,,,97561.55477,,0.364790715,
Ethnographic Atlas,Rennell Islanders,Ii10,xd877,Rennell (Ii10),-11.74,160.42,-12.0,160.0,renn1242,Rennell-Bellona,mnv,Austronesian,,NA,Missing data,,,,226805.5401,,0.583231874,
Ethnographic Atlas,Soga,Ad46,xd116,Soga (Ad46),1.0,33.0,1.0,33.0,soga1242,Soga,xog,Atlantic-Congo,1950,6,"Trance explained as due to possession is known to occur, and there are no other trance states, but cases of possession outside of trance are also believed to occur.",,,,128027.2239,,0.390198361,
Ethnographic Atlas,Patwin,Nc22,xd1121,Patwin (Nc22),39.0,-122.0,39.0,-122.0,patw1250,Patwin,pwi,Wintuan,1850,1,"Trance behavior is known to occur, but there is no belief in possession.",,with special reference to the Hill Patwin,,73004.3637,,0.240413739,
Ethnographic Atlas,Habbaniya,Cb13,xd462,Habbania (Cb13),11.0,25.0,11.0,25.0,nort3133,North Kordofan Arabic,,Afro-Asiatic,,NA,Missing data,,,,82355.12126,,0.352314616,
Ethnographic Atlas,Kissi,Af2,xd197,Kissi (Af2),9.0,-10.0,9.0,-10.0,nort2765,Northern Kissi,kqs,Atlantic-Congo,1950,7,"Trance states of two kinds are known to occur, some of which are explained by possession. No other phenomena are explained by possession.",,,,199226.2748,,0.304076894,
Ethnographic Atlas,Atsugewi,Nc4,xd1135,Atsugewi (Nc4),41.0,-121.0,41.0,-121.0,atsu1245,Atsugewi,atw,Palaihnihan,1860,4,"Two types of trance states are known to occur. One which is explained as due to possession and one which is given another type of explanation. In addition to explaining trance, possession belief also refers to one or more other phenomena.",,,,85852.08068,,0.329778655,
Ethnographic Atlas,Rwala,Cj2,xd588,Rwala (Cj2),33.0,37.0,33.0,37.0,nort3137,North Najdi,,Afro-Asiatic,1920,7,"Trance states of two kinds are known to occur, some of which are explained by possession. No other phenomena are explained by possession.",,Unspecified,,18260.46144,,0.308891112,
Ethnographic Atlas,Tagotoka,Nd21,xd1154,Tagotoka (Nd21),43.0,-117.0,43.0,-117.0,nort1551,North Northern Paiute,,Uto-Aztecan,,NA,Missing data,,,,48614.55192,,0.463400925,
Ethnographic Atlas,Dakakari,Ah13,xd302,Dakakari (Ah13),12.0,5.0,12.0,5.0,clel1238,C'lela,dri,Atlantic-Congo,,NA,Missing data,,,,74676.33386,,0.312399315,
Ethnographic Atlas,Kalispel,Nd13,xd1145,Kalispel (Nd13),49.0,-117.0,49.0,-117.0,kali1309,Kalispel,,Salishan,,NA,Missing data,,,,79176.66775,,0.502182723,
Ethnographic Atlas,Sidama,Ca16,xd422,Sidamo (Ca16),7.0,38.0,7.0,38.0,sida1246,Sidamo,sid,Afro-Asiatic,1930,3,Trance behavior is known to occur and is explained as due to possession. There is no possession belief referring to other experiences and there are no trance states with other explanations.,,,,78237.08715,,0.380901651,
Ethnographic Atlas,Chumash,Nc28,xd1127,Chumash (Nc28),34.44,-119.71,34.0,-120.0,cruz1243,Cruzeño,crz,Chumashan,,NA,Missing data,,,,27668.0532,,0.319976248,
Ethnographic Atlas,Ngonde,Ad16,xd83,Ngonde (Ad16),-10.0,34.0,-10.0,34.0,ngon1268,Ngonde,,Atlantic-Congo,1920,4,"Two types of trance states are known to occur. One which is explained as due to possession and one which is given another type of explanation. In addition to explaining trance, possession belief also refers to one or more other phenomena.",,,,112488.8789,,0.431842509,
Ethnographic Atlas,Gbande,Af54,xd235,Gbande (Af54),8.0,-10.0,8.0,-10.0,band1352,Bandi,bza,Mande,1930,5,"There is both a trance state and a belief in possession, but this belief refers to phenomena other than trance, which is explained through other categories.",,,,230958.6309,,0.350529246,
Ethnographic Atlas,Kawaiisu,Nc27,xd1126,Kawaiisu (Nc27),35.0,-118.0,35.0,-118.0,kawa1283,Kawaiisu,xaw,Uto-Aztecan,,NA,Missing data,,,,30976.95678,,0.18981181,
Ethnographic Atlas,Samarokena,Ie36,xd814,Samarokena (Ie36),-3.0,140.0,-3.0,140.0,sama1240,Samarokena,tmj,Kwerbic,,NA,Missing data,,,,362326.831,,0.721443261,
Ethnographic Atlas,Bitterroot Salish,Nd12,xd1144,Flathead (Nd12),46.0,-113.0,46.0,-113.0,kali1309,Kalispel,,Salishan,1860,1,"Trance behavior is known to occur, but there is no belief in possession.",,,,66028.38767,,0.593417452,
Ethnographic Atlas,Ulch,ec18,xd626,Ulch (ec18),50.0,136.0,50.0,136.0,ulch1241,Ulch,ulc,Tungusic,,NA,Missing data,,,,73669.72815,,0.465439932,
Ethnographic Atlas,Haisla,Nb8,xd1105,Haisla (Nb8),54.0,-129.0,54.0,-129.0,hais1244,Haisla,has,Wakashan,1880,4,"Two types of trance states are known to occur. One which is explained as due to possession and one which is given another type of explanation. In addition to explaining trance, possession belief also refers to one or more other phenomena.",,,,202746.8231,,0.544560696,
Ethnographic Atlas,Konjo,Ad44,xd114,Konjo (Ad44),-1.0,30.0,-1.0,30.0,konz1239,Konzo,koo,Atlantic-Congo,1920,8,"No trance states of any kind are known to occur, and there is no belief in possession.",,,,158183.0574,,0.433738438,
Ethnographic Atlas,Alorese,Ic2,xd764,Alorese (Ic2),-8.22,124.26,-8.0,125.0,alor1247,Alor,aol,Austronesian,1940,6,"Trance explained as due to possession is known to occur, and there are no other trance states, but cases of possession outside of trance are also believed to occur.",,Abui of Atimelang Village,,167525.4379,,0.380256261,
Ethnographic Atlas,Kuyuidokado,Nd27,xd1160,Kuyuidokado (Nd27),40.0,-119.0,40.0,-119.0,sout2967,South Northern Paiute,,Uto-Aztecan,1860,1,"Trance behavior is known to occur, but there is no belief in possession.",,,,50847.81121,,0.339894136,
Ethnographic Atlas,Kota,Ae41,xd162,Kota (Ae41),1.0,14.0,1.0,14.0,kota1274,Kota (Gabon),koq,Atlantic-Congo,,NA,Missing data,,,,182337.6191,,0.669107578,
Ethnographic Atlas,Kerewe,Ad43,xd113,Kerewe (Ad43),-3.0,33.0,-3.0,33.0,kere1283,Kerewe,ked,Atlantic-Congo,,NA,Missing data,,,,117274.1306,,0.313092086,
Ethnographic Atlas,Eastern Pomo,Nc18,xd1116,Eastern Pomo (Nc18),39.0,-123.0,39.0,-123.0,east2545,Eastern Pomo,peb,Pomoan,,NA,Missing data,,,,63918.08859,,0.274571077,
